Order_ID,Product_Name,Category,Quantity_Sold,Price,Sales_Amount,Order_Date,Region
ORD-002859,Data Science Guide,Books,1.0,816.7,816.7,2024-08-09,North
ORD-002860,USB-C Cable,Electronics,3.0,221.21,663.63,2023-06-16,East
ORD-002861,Wireless Mouse,Electronics,1.0,405.11,405.11,2023-06-02,Central
ORD-002862,Gym Gloves,Sports,5.0,469.48,2347.4,2024-11-10,East
ORD-002863,Football,Sports,3.0,726.21,2178.63,2023-02-28,North
ORD-002864,Cloud Computing,Books,1.0,770.01,770.01,2023-03-26,North
ORD-002865,HD Webcam,Electronics,1.0,1074.34,1074.34,2024-02-12,North
ORD-002866,Running Shoes,Clothing,2.0,2816.86,5633.72,2023-05-01,Central
ORD-002867,Cloud Computing,Books,1.0,662.53,662.53,2024-11-07,West
ORD-002868,USB Keyboard,Electronics,2.0,572.88,1145.76,2023-04-26,Central
ORD-002869,USB Keyboard,Electronics,1.0,639.57,639.57,2024-09-24,West
ORD-002870,Jump Rope,Sports,3.0,310.03,930.09,2023-09-12,West
ORD-002871,Power Bank 10000mAh,Electronics,1.0,866.71,866.71,2024-08-08,North
ORD-002872,HD Webcam,Electronics,1.0,1259.45,1259.45,2024-04-11,South
ORD-002873,Dumbbells Set,Sports,2.0,2335.6,4671.2,2023-06-03,North
ORD-002874,Non-Stick Pan,Home & Kitchen,1.0,829.05,829.05,2024-07-25,North
ORD-002875,Non-Stick Pan,Home & Kitchen,1.0,914.53,914.53,2024-08-13,North
ORD-002876,Water Bottle,Home & Kitchen,2.0,327.99,655.98,2023-05-12,North
ORD-002877,Blender,Home & Kitchen,2.0,1651.76,3303.52,2024-01-25,West
ORD-002878,Bluetooth Speaker,Electronics,1.0,1716.43,1716.43,2024-11-13,West
ORD-002879,Jump Rope,Sports,4.0,274.68,1098.72,2023-01-18,East
ORD-002880,Formal Shirt,Clothing,2.0,860.98,1721.96,2023-07-15,South
ORD-002881,Water Bottle,Home & Kitchen,7.0,265.84,1860.88,2023-11-11,West
ORD-002882,Coffee Maker,Home & Kitchen,1.0,2866.43,2866.43,2023-06-09,Central
ORD-002883,Data Science Guide,Books,5.0,794.04,3970.2,2024-01-06,East
ORD-002884,Non-Stick Pan,Home & Kitchen,1.0,693.9,693.9,2023-06-20,West
ORD-002885,Laptop Stand,Electronics,1.0,942.39,942.39,2024-03-12,North
ORD-002886,Formal Shirt,Clothing,1.0,1007.18,1007.18,2024-06-27,South
ORD-002887,Air Purifier,Home & Kitchen,1.0,4260.51,4260.51,2024-12-01,West
ORD-002888,Non-Stick Pan,Home & Kitchen,2.0,683.19,1366.38,2023-09-13,South
ORD-002889,Cloud Computing,Books,2.0,780.42,1560.84,2024-07-31,South
ORD-002890,Coffee Maker,Home & Kitchen,2.0,2631.75,5263.5,2024-01-15,Central
ORD-002891,Storage Containers,Home & Kitchen,3.0,395.67,1187.01,2024-03-11,South
ORD-002892,HD Webcam,Electronics,1.0,1020.98,1020.98,2023-09-15,North
ORD-002893,USB Keyboard,Electronics,1.0,592.91,592.91,2024-06-10,West
ORD-002894,Web Development,Books,3.0,652.06,1956.18,2023-04-13,Central
ORD-002895,Machine Learning,Books,2.0,910.97,1821.94,2024-03-09,East
ORD-002896,Towel Set,Home & Kitchen,3.0,514.63,1543.89,2023-04-20,West
ORD-002897,Non-Stick Pan,Home & Kitchen,2.0,801.0,1602.0,2024-04-19,South
ORD-002898,Bluetooth Speaker,Electronics,2.0,1653.76,3307.52,2023-02-25,North
ORD-002899,Power Bank 10000mAh,Electronics,2.0,1021.41,2042.82,2024-01-05,East
ORD-002900,Sneakers,Clothing,1.0,1817.02,1817.02,2023-06-29,North
ORD-002901,Machine Learning,Books,2.0,906.58,1813.16,2023-12-24,South
ORD-002902,Statistics Book,Books,2.0,557.43,1114.86,2024-09-02,North
ORD-002903,USB-C Cable,Electronics,1.0,217.13,217.13,2023-07-23,West
ORD-002904,Water Bottle Sport,Sports,1.0,392.92,392.92,2023-06-10,South
ORD-002905,Water Bottle,Home & Kitchen,1.0,267.51,267.51,2024-02-08,South
ORD-002906,Bluetooth Speaker,Electronics,1.0,1786.5,1786.5,2023-05-22,North
ORD-002907,Water Bottle,Home & Kitchen,1.0,282.01,282.01,2024-02-29,South
ORD-002908,Yoga Mat,Sports,4.0,777.79,3111.16,2023-03-11,East
ORD-002909,Data Science Guide,Books,1.0,858.69,858.69,2023-09-16,South
ORD-002910,Denim Jeans,Clothing,3.0,1438.48,4315.44,2024-07-30,West
ORD-002911,Non-Stick Pan,Home & Kitchen,3.0,918.25,2754.75,2023-11-19,North
ORD-002912,Cotton T-Shirt,Clothing,3.0,,1497.81,2023-09-19,West
ORD-002913,Towel Set,Home & Kitchen,3.0,604.25,1812.75,2024-02-09,East
ORD-002914,Denim Jeans,Clothing,2.0,1275.24,2550.48,2023-07-23,North
ORD-002915,Statistics Book,Books,1.0,608.62,608.62,2024-09-09,South
ORD-002916,Data Science Guide,Books,1.0,747.86,747.86,2023-06-02,North
ORD-002917,SQL Handbook,Books,1.0,450.23,450.23,2023-09-12,South
ORD-002918,Winter Jacket,Clothing,1.0,3677.17,3677.17,2024-12-06,East
ORD-002919,Dumbbells Set,Sports,1.0,2135.14,2135.14,2024-09-17,West
ORD-002920,Air Purifier,Home & Kitchen,1.0,5682.49,5682.49,2024-03-17,North
ORD-002921,Sunglasses,Clothing,2.0,875.66,1751.32,2023-02-22,East
ORD-002922,Denim Jeans,Clothing,5.0,1431.9,7159.5,2023-04-02,West
ORD-002923,Power Bank 10000mAh,Electronics,1.0,1007.4,1007.4,2023-04-08,East
ORD-002924,Bluetooth Speaker,Electronics,1.0,1935.5,1935.5,2024-01-14,East
ORD-002925,Jump Rope,Sports,5.0,261.64,1308.2,2023-05-31,South
ORD-002926,Power Bank 10000mAh,Electronics,4.0,984.04,3936.16,2024-11-08,Central
ORD-002927,Water Bottle Sport,Sports,2.0,311.12,622.24,2023-09-24,West
ORD-002928,AI Foundations,Books,2.0,1127.0,2254.0,2024-06-18,East
ORD-002929,AI Foundations,Books,1.0,1010.72,1010.72,2024-03-24,North
ORD-002930,Power Bank 10000mAh,Electronics,2.0,892.07,1784.14,2024-07-07,East
ORD-002931,HD Webcam,Electronics,1.0,1050.65,1050.65,2023-07-13,East
ORD-002932,USB Keyboard,Electronics,1.0,649.94,649.94,2023-06-11,West
ORD-002933,Air Purifier,Home & Kitchen,1.0,5088.52,5088.52,2024-09-06,East
ORD-002934,Statistics Book,Books,1.0,682.15,682.15,2024-08-15,West
ORD-002935,Power Bank 10000mAh,Electronics,3.0,826.0,2478.0,2023-02-14,North
ORD-002936,Laptop Stand,Electronics,1.0,949.53,949.53,2023-04-26,Central
ORD-002937,Running Shoes,Clothing,2.0,2794.2,5588.4,2024-05-14,West
ORD-002938,Football,Sports,1.0,764.01,764.01,2023-12-08,West
ORD-002939,Statistics Book,Books,2.0,560.44,1120.88,2023-07-06,East
ORD-002940,SQL Handbook,Books,1.0,506.01,506.01,2024-09-16,West
ORD-002941,Water Bottle Sport,Sports,4.0,350.23,1400.92,2023-01-27,North
ORD-002942,Python Programming,Books,2.0,527.52,1055.04,2023-06-06,North
ORD-002943,Desk Lamp,Home & Kitchen,1.0,606.66,606.66,2024-10-07,North
ORD-002944,Football,Sports,1.0,806.84,806.84,2023-09-30,East
ORD-002945,Yoga Mat,Sports,2.0,833.88,1667.76,2024-03-22,East
ORD-002946,Jump Rope,Sports,3.0,292.26,876.78,2024-09-08,East
ORD-002947,USB Keyboard,Electronics,1.0,747.25,747.25,2023-11-04,North
ORD-002948,Sports Shorts,Clothing,3.0,719.91,2159.73,2024-11-08,West
ORD-002949,Sneakers,Clothing,1.0,1984.07,1984.07,2023-04-21,South
ORD-002950,USB-C Cable,Electronics,4.0,171.76,687.04,2023-07-11,South
ORD-002951,Dumbbells Set,Sports,1.0,2746.45,2746.45,2024-02-15,North
ORD-002952,Sports Shorts,Clothing,2.0,698.08,1396.16,2023-10-13,South
ORD-002953,Dumbbells Set,Sports,1.0,2147.81,2147.81,2024-03-15,North
ORD-002954,Storage Containers,Home & Kitchen,1.0,340.25,340.25,2023-01-29,West
ORD-002955,Cloud Computing,Books,1.0,665.14,665.14,2023-03-08,South
ORD-002956,Yoga Mat,Sports,1.0,1008.92,1008.92,2024-07-13,North
ORD-002957,Cloud Computing,Books,1.0,697.66,697.66,2024-07-18,South
ORD-002958,Data Science Guide,Books,1.0,828.37,828.37,2023-08-20,Central
ORD-002959,SQL Handbook,Books,3.0,523.43,1570.29,2024-07-13,East
ORD-002960,Sneakers,Clothing,3.0,1963.23,5889.69,2024-12-14,Central
ORD-002961,SQL Handbook,Books,4.0,437.67,1750.68,2024-12-06,South
ORD-002962,Blender,Home & Kitchen,1.0,1684.86,1684.86,2024-11-06,North
ORD-002963,Cricket Bat,Sports,1.0,1625.39,1625.39,2023-03-01,Central
ORD-002964,Sneakers,Clothing,3.0,1767.15,5301.45,2024-12-12,East
ORD-002965,Python Programming,Books,1.0,605.8,605.8,2023-08-21,West
ORD-002966,Web Development,Books,1.0,680.29,680.29,2024-03-07,West
ORD-002967,Denim Jeans,Clothing,1.0,1231.84,1231.84,2024-06-11,East
ORD-002968,Cloud Computing,Books,1.0,770.15,770.15,2023-01-08,West
ORD-002969,Air Purifier,Home & Kitchen,1.0,5119.52,5119.52,2023-11-02,North
ORD-002970,Water Bottle,Home & Kitchen,4.0,278.73,1114.92,2024-01-20,Central
ORD-002971,Water Bottle Sport,Sports,3.0,301.89,905.67,2024-03-17,West
ORD-002972,Air Purifier,Home & Kitchen,1.0,5645.96,5645.96,2023-01-15,South
ORD-002973,Towel Set,Home & Kitchen,2.0,669.53,1339.06,2024-03-29,East
ORD-002974,Blender,Home & Kitchen,1.0,1902.66,1902.66,2023-08-15,East
ORD-002975,Machine Learning,Books,1.0,863.81,863.81,2023-09-06,West
ORD-002976,Machine Learning,Books,1.0,877.08,877.08,2024-10-10,West
ORD-002977,USB Keyboard,Electronics,1.0,670.21,670.21,2024-02-11,South
ORD-002978,Wireless Mouse,Electronics,3.0,439.94,1319.82,2024-12-12,Central
ORD-002979,HD Webcam,Electronics,1.0,1366.78,1366.78,2023-06-05,West
ORD-002980,Cloud Computing,Books,2.0,706.45,1412.9,2024-12-11,North
ORD-002981,Coffee Maker,Home & Kitchen,2.0,2183.43,4366.86,2024-02-04,South
ORD-002982,USB Keyboard,Electronics,1.0,718.6,718.6,2024-01-17,West
ORD-002983,Water Bottle,Home & Kitchen,2.0,335.28,670.56,2023-03-03,East
ORD-002984,Headphones,Electronics,4.0,1453.24,5812.96,2024-08-25,West
ORD-002985,Cricket Bat,Sports,1.0,1351.9,1351.9,2023-07-20,East
ORD-002986,Towel Set,Home & Kitchen,4.0,558.24,2232.96,2023-01-14,North
ORD-002987,SQL Handbook,Books,1.0,487.77,487.77,2023-06-18,North
ORD-002988,HD Webcam,Electronics,1.0,1110.44,1110.44,2023-02-24,West
ORD-002989,AI Foundations,Books,1.0,1057.87,1057.87,2023-08-22,West
ORD-002990,Yoga Mat,Sports,2.0,1026.76,2053.52,2024-04-17,West
ORD-002991,Storage Containers,Home & Kitchen,2.0,310.04,620.08,2024-06-10,West
ORD-002992,Sports Shorts,Clothing,1.0,751.93,751.93,2023-09-17,Central
ORD-002993,Wireless Mouse,Electronics,4.0,416.85,1667.4,2024-11-23,West
ORD-002994,Towel Set,Home & Kitchen,1.0,665.47,665.47,2023-12-13,West
ORD-002995,USB Keyboard,Electronics,3.0,582.56,1747.68,2023-05-24,West
ORD-002996,SQL Handbook,Books,3.0,534.4,1603.2,2024-07-04,Central
ORD-002997,Dumbbells Set,Sports,1.0,2704.08,2704.08,2024-04-06,West
ORD-002998,Formal Shirt,Clothing,3.0,964.34,2893.02,2024-10-22,East
ORD-002999,Bluetooth Speaker,Electronics,1.0,1899.94,1899.94,2024-07-22,West
ORD-003000,AI Foundations,Books,3.0,867.37,2602.11,2023-01-13,West
ORD-003001,Water Bottle Sport,Sports,1.0,323.34,323.34,2023-09-10,West
ORD-003002,Cotton T-Shirt,Clothing,5.0,542.84,2714.2,2024-01-31,North
ORD-003003,Cricket Bat,Sports,1.0,1377.33,1377.33,2023-10-01,West
ORD-003004,Non-Stick Pan,Home & Kitchen,1.0,886.06,886.06,2023-02-06,West
ORD-003005,USB Keyboard,Electronics,1.0,651.01,651.01,2024-02-10,East
ORD-003006,Laptop Stand,Electronics,1.0,1027.02,1027.02,2023-12-20,South
ORD-003007,Storage Containers,Home & Kitchen,1.0,383.12,383.12,2023-09-26,North
ORD-003008,Gym Gloves,Sports,2.0,514.38,1028.76,2024-12-05,North
ORD-003009,Dumbbells Set,Sports,3.0,2612.14,7836.42,2023-01-16,Central
ORD-003010,Desk Lamp,Home & Kitchen,1.0,535.58,535.58,2024-10-21,East
ORD-003011,Resistance Bands,Sports,2.0,435.38,870.76,2024-07-05,East
ORD-003012,Machine Learning,Books,1.0,846.7,846.7,2024-12-08,Central
ORD-003013,Machine Learning,Books,1.0,990.63,990.63,2024-05-05,West
ORD-003014,Water Bottle,Home & Kitchen,6.0,262.18,1573.08,2023-08-27,West
ORD-003015,Water Bottle Sport,Sports,7.0,324.69,2272.83,2024-12-28,Central
ORD-003016,Football,Sports,1.0,804.14,804.14,2024-08-29,North
ORD-003017,HD Webcam,Electronics,2.0,1257.43,2514.86,2023-04-26,East
ORD-003018,Machine Learning,Books,1.0,810.65,810.65,2024-08-03,Central
ORD-003019,Bluetooth Speaker,Electronics,1.0,1554.18,1554.18,2023-06-21,North
ORD-003020,Winter Jacket,Clothing,1.0,2991.24,2991.24,2023-06-29,West
ORD-003021,Cloud Computing,Books,2.0,646.83,1293.66,2024-03-20,North
ORD-003022,Jump Rope,Sports,2.0,303.28,606.56,2024-01-31,West
ORD-003023,Sports Shorts,Clothing,1.0,654.7,654.7,2024-01-28,Central
ORD-003024,Formal Shirt,Clothing,2.0,937.07,1874.14,2023-11-23,North
ORD-003025,Yoga Mat,Sports,1.0,975.34,975.34,2024-05-09,West
ORD-003026,Cricket Bat,Sports,1.0,1457.93,1457.93,2023-07-19,Central
ORD-003027,Coffee Maker,Home & Kitchen,1.0,2673.93,2673.93,2023-02-05,Central
ORD-003028,Statistics Book,Books,2.0,710.79,1421.58,2023-07-06,South
ORD-003029,Water Bottle,Home & Kitchen,2.0,283.88,567.76,2024-03-24,Central
ORD-003030,Laptop Stand,Electronics,1.0,1155.59,1155.59,2024-03-19,South
ORD-003031,USB Keyboard,Electronics,1.0,629.13,629.13,2023-01-14,South
ORD-003032,USB Keyboard,Electronics,2.0,746.16,1492.32,2024-12-21,North
ORD-003033,Non-Stick Pan,Home & Kitchen,1.0,703.26,703.26,2024-04-02,East
ORD-003034,Resistance Bands,Sports,2.0,401.73,803.46,2024-09-25,North
ORD-003035,Football,Sports,2.0,727.64,1455.28,2024-03-16,East
ORD-003036,Statistics Book,Books,1.0,641.04,641.04,2023-06-13,North
ORD-003037,Sneakers,Clothing,1.0,2237.5,2237.5,2024-07-25,East
ORD-003038,Cloud Computing,Books,3.0,643.53,1930.59,2024-09-21,West
ORD-003039,Machine Learning,Books,3.0,785.06,2355.18,2024-01-07,East
ORD-003040,Python Programming,Books,5.0,531.88,2659.4,2024-12-10,Central
ORD-003041,Sneakers,Clothing,1.0,1914.15,1914.15,2024-12-19,West
ORD-003042,Cricket Bat,Sports,1.0,1713.86,1713.86,2024-01-25,East
ORD-003043,USB-C Cable,Electronics,4.0,215.95,863.8,2023-05-23,South
ORD-003044,Gym Gloves,Sports,1.0,492.55,492.55,2023-05-01,West
ORD-003045,Sunglasses,Clothing,1.0,723.47,723.47,2023-10-31,North
ORD-003046,Cricket Bat,Sports,2.0,1594.68,3189.36,2023-10-15,South
ORD-003047,Sneakers,Clothing,1.0,1783.66,1783.66,2023-09-30,Central
ORD-003048,Coffee Maker,Home & Kitchen,1.0,2654.29,2654.29,2024-04-05,Central
ORD-003049,Blender,Home & Kitchen,1.0,1674.1,1674.1,2023-09-30,East
ORD-003050,Blender,Home & Kitchen,1.0,1640.0,1640.0,2024-05-12,South
ORD-003051,Cricket Bat,Sports,1.0,1337.8,1337.8,2023-01-03,West
ORD-003052,Towel Set,Home & Kitchen,1.0,512.4,512.4,2023-01-01,West
ORD-003053,Laptop Stand,Electronics,1.0,1231.5,1231.5,2023-08-13,South
ORD-003054,Headphones,Electronics,1.0,1336.21,1336.21,2023-06-25,West
ORD-003055,Machine Learning,Books,1.0,915.18,915.18,2024-05-30,South
ORD-003056,Non-Stick Pan,Home & Kitchen,1.0,803.83,803.83,2023-03-01,Central
ORD-003057,Cricket Bat,Sports,2.0,1596.62,3193.24,2023-06-14,North
ORD-003058,Sneakers,Clothing,1.0,2259.25,2259.25,2023-03-16,Central
ORD-003059,Non-Stick Pan,Home & Kitchen,1.0,867.63,867.63,2024-05-08,Central
ORD-003060,USB Keyboard,Electronics,1.0,742.57,742.57,2023-04-29,East
ORD-003061,Data Science Guide,Books,2.0,723.72,1447.44,2024-11-03,North
ORD-003062,USB-C Cable,Electronics,3.0,220.62,661.86,2023-08-21,South
ORD-003063,Cricket Bat,Sports,1.0,1482.08,1482.08,2023-07-24,West
ORD-003064,Gym Gloves,Sports,2.0,567.41,1134.82,2024-11-27,South
ORD-003065,Power Bank 10000mAh,Electronics,3.0,952.7,2858.1,2024-07-29,North
ORD-003066,Sunglasses,Clothing,3.0,816.52,2449.56,2024-02-28,Central
ORD-003067,AI Foundations,Books,2.0,932.77,1865.54,2023-05-15,East
ORD-003068,Laptop Stand,Electronics,2.0,1196.7,2393.4,2023-04-01,East
ORD-003069,Sunglasses,Clothing,2.0,873.53,1747.06,2023-07-27,North
ORD-003070,Wireless Mouse,Electronics,1.0,403.25,403.25,2023-09-22,West
ORD-003071,Water Bottle Sport,Sports,1.0,303.85,303.85,2023-08-16,Central
ORD-003072,Sports Shorts,Clothing,1.0,754.35,754.35,2024-03-24,West
ORD-003073,Air Purifier,Home & Kitchen,1.0,4857.48,4857.48,2024-03-06,South
ORD-003074,Water Bottle Sport,Sports,2.0,343.54,687.08,2023-02-09,East
ORD-003075,Formal Shirt,Clothing,1.0,899.91,899.91,2023-11-03,East
ORD-003076,Sports Shorts,Clothing,3.0,799.95,2399.85,2023-08-22,Central
ORD-003077,Water Bottle,Home & Kitchen,2.0,283.83,567.66,2023-05-22,North
ORD-003078,SQL Handbook,Books,1.0,478.06,478.06,2024-12-22,East
ORD-003079,Coffee Maker,Home & Kitchen,1.0,2243.69,2243.69,2024-01-08,East
ORD-003080,Wireless Mouse,Electronics,2.0,504.31,1008.62,2024-07-07,South
ORD-003081,Headphones,Electronics,3.0,1603.78,4811.34,2024-10-06,West
ORD-003082,Dumbbells Set,Sports,1.0,2186.63,2186.63,2023-08-28,North
ORD-003083,Water Bottle Sport,Sports,2.0,368.55,737.1,2023-04-08,North
ORD-003084,Towel Set,Home & Kitchen,3.0,632.56,1897.68,2024-11-29,North
ORD-003085,Laptop Stand,Electronics,2.0,1012.16,2024.32,2024-09-27,West
ORD-003086,Coffee Maker,Home & Kitchen,1.0,2124.64,2124.64,2024-11-29,North
ORD-003087,Running Shoes,Clothing,3.0,2712.61,8137.83,2024-03-24,Central
ORD-003088,Non-Stick Pan,Home & Kitchen,3.0,779.27,2337.81,2023-01-11,West
ORD-003089,USB Keyboard,Electronics,2.0,594.35,1188.7,2023-11-24,West
ORD-003090,Sports Shorts,Clothing,2.0,717.5,1435.0,2024-11-01,South
ORD-003091,Gym Gloves,Sports,1.0,430.71,430.71,2023-02-02,West
ORD-003092,Headphones,Electronics,4.0,1333.11,5332.44,2024-12-22,East
ORD-003093,USB-C Cable,Electronics,1.0,209.39,209.39,2024-12-26,West
ORD-003094,Denim Jeans,Clothing,3.0,1257.17,3771.51,2023-02-19,Central
ORD-003095,Football,Sports,6.0,682.08,4092.48,2023-11-08,West
ORD-003096,Dumbbells Set,Sports,1.0,2218.65,2218.65,2023-01-04,North
ORD-003097,Sneakers,Clothing,2.0,2118.18,4236.36,2023-02-16,West
ORD-003098,USB Keyboard,Electronics,1.0,672.12,672.12,2024-07-09,North
ORD-003099,Sports Shorts,Clothing,1.0,630.69,630.69,2024-09-22,East
ORD-003100,Desk Lamp,Home & Kitchen,3.0,570.33,1710.99,2024-01-18,North
ORD-003101,Data Science Guide,Books,1.0,910.16,910.16,2023-02-04,East
ORD-003102,Yoga Mat,Sports,3.0,918.2,2754.6,2024-10-21,Central
ORD-003103,Yoga Mat,Sports,4.0,957.56,3830.24,2023-03-17,East
ORD-003104,Bluetooth Speaker,Electronics,2.0,1904.97,3809.94,2024-05-05,North
ORD-003105,Winter Jacket,Clothing,1.0,3296.15,3296.15,2024-08-06,West
ORD-003106,Desk Lamp,Home & Kitchen,2.0,597.34,1194.68,2023-01-22,South
ORD-003107,Sports Shorts,Clothing,2.0,627.84,1255.68,2023-12-02,South
ORD-003108,USB Keyboard,Electronics,1.0,626.5,626.5,2024-05-20,South
ORD-003109,Machine Learning,Books,1.0,909.04,909.04,2023-10-20,North
ORD-003110,HD Webcam,Electronics,1.0,1272.88,1272.88,2024-11-08,North
ORD-003111,Formal Shirt,Clothing,4.0,782.96,3131.84,2023-12-05,West
ORD-003112,Wireless Mouse,Electronics,3.0,439.44,1318.32,2024-10-20,West
ORD-003113,Desk Lamp,Home & Kitchen,2.0,681.5,1363.0,2023-01-06,East
ORD-003114,SQL Handbook,Books,3.0,556.84,1670.52,2023-09-06,North
ORD-003115,Statistics Book,Books,1.0,578.14,578.14,2024-03-30,Central
ORD-003116,Blender,Home & Kitchen,1.0,2113.47,2113.47,2024-04-12,East
ORD-003117,Jump Rope,Sports,5.0,331.36,1656.8,2023-11-28,North
ORD-003118,Water Bottle Sport,Sports,4.0,301.51,1206.04,2023-11-16,Central
ORD-003119,Sneakers,Clothing,3.0,1806.6,5419.8,2024-11-18,North
ORD-003120,Sunglasses,Clothing,2.0,723.86,1447.72,2024-01-14,South
ORD-003121,Python Programming,Books,1.0,509.35,509.35,2024-12-12,South
ORD-003122,USB-C Cable,Electronics,2.0,214.04,428.08,2023-06-15,North
ORD-003123,Sneakers,Clothing,2.0,1758.51,3517.02,2024-12-18,West
ORD-003124,Denim Jeans,Clothing,3.0,1308.52,3925.56,2023-12-28,North
ORD-003125,Jump Rope,Sports,3.0,304.88,914.64,2023-01-05,South
ORD-003126,Laptop Stand,Electronics,1.0,1044.66,1044.66,2023-08-05,East
ORD-003127,Gym Gloves,Sports,3.0,527.48,1582.44,2024-08-05,East
ORD-003128,Laptop Stand,Electronics,1.0,1168.91,1168.91,2024-07-23,West
ORD-003129,Desk Lamp,Home & Kitchen,2.0,654.4,1308.8,2024-05-05,East
ORD-003130,Denim Jeans,Clothing,2.0,1341.34,2682.68,2024-07-14,North
ORD-003131,Jump Rope,Sports,1.0,278.92,278.92,2023-06-26,Central
ORD-003132,Non-Stick Pan,Home & Kitchen,2.0,802.34,1604.68,2024-11-04,North
ORD-003133,Machine Learning,Books,1.0,912.81,912.81,2023-01-02,East
ORD-003134,Cricket Bat,Sports,1.0,1714.58,1714.58,2024-10-02,North
ORD-003135,Cotton T-Shirt,Clothing,2.0,465.88,931.76,2023-09-16,Central
ORD-003136,Running Shoes,Clothing,1.0,2173.66,2173.66,2024-06-21,Central
ORD-003137,Desk Lamp,Home & Kitchen,3.0,531.89,1595.67,2024-12-18,East
ORD-003138,HD Webcam,Electronics,1.0,1372.32,1372.32,2023-02-06,South
ORD-003139,Winter Jacket,Clothing,1.0,3434.87,3434.87,2023-05-15,South
ORD-003140,Denim Jeans,Clothing,1.0,1179.74,1179.74,2023-09-07,Central
ORD-003141,Denim Jeans,Clothing,2.0,1122.48,2244.96,2024-03-03,South
ORD-003142,Cotton T-Shirt,Clothing,3.0,432.75,1298.25,2024-11-29,West
ORD-003143,Football,Sports,1.0,764.45,764.45,2024-03-26,Central
ORD-003144,Bluetooth Speaker,Electronics,2.0,1899.24,3798.48,2023-05-16,West
ORD-003145,Dumbbells Set,Sports,1.0,2733.62,2733.62,2024-03-01,Central
ORD-003146,Headphones,Electronics,2.0,1548.65,3097.3,2023-11-02,Central
ORD-003147,Winter Jacket,Clothing,1.0,3004.77,3004.77,2023-05-03,North
ORD-003148,Resistance Bands,Sports,2.0,386.06,772.12,2023-03-10,North
ORD-003149,Bluetooth Speaker,Electronics,1.0,1537.56,1537.56,2023-05-02,North
ORD-003150,AI Foundations,Books,1.0,1121.1,1121.1,2024-03-03,East
ORD-003151,Laptop Stand,Electronics,1.0,1241.85,1241.85,2023-08-28,North
ORD-003152,Water Bottle Sport,Sports,2.0,328.39,656.78,2024-01-06,South
ORD-003153,Storage Containers,Home & Kitchen,5.0,397.72,1988.6,2024-11-02,South
ORD-003154,Formal Shirt,Clothing,3.0,957.6,2872.8,2024-09-11,East
ORD-003155,Non-Stick Pan,Home & Kitchen,2.0,769.5,1539.0,2023-11-06,East
ORD-003156,Running Shoes,Clothing,1.0,2785.43,2785.43,2024-01-30,North
ORD-003157,Air Purifier,Home & Kitchen,1.0,4865.43,4865.43,2023-09-19,North
ORD-003158,Blender,Home & Kitchen,1.0,1671.92,1671.92,2023-09-30,East
ORD-003159,Yoga Mat,Sports,4.0,1020.13,4080.52,2024-06-30,East
ORD-003160,Dumbbells Set,Sports,2.0,2234.74,4469.48,2024-09-29,North
ORD-003161,Coffee Maker,Home & Kitchen,1.0,2635.97,2635.97,2024-11-04,South
ORD-003162,Sports Shorts,Clothing,1.0,745.17,745.17,2023-09-03,Central
ORD-003163,Towel Set,Home & Kitchen,3.0,628.96,1886.88,2023-07-11,South
ORD-003164,Winter Jacket,Clothing,1.0,3186.51,3186.51,2023-09-09,West
ORD-003165,Denim Jeans,Clothing,1.0,1246.72,1246.72,2023-03-22,West
ORD-003166,Statistics Book,Books,2.0,691.59,1383.18,2023-01-29,South
ORD-003167,Statistics Book,Books,3.0,603.94,1811.82,2024-12-07,South
ORD-003168,Statistics Book,Books,1.0,691.94,691.94,2024-08-23,Central
ORD-003169,Desk Lamp,Home & Kitchen,3.0,587.6,1762.8,2024-01-05,East
ORD-003170,Water Bottle,Home & Kitchen,2.0,307.49,614.98,2024-01-31,East
ORD-003171,Laptop Stand,Electronics,1.0,976.74,976.74,2023-08-02,North
ORD-003172,Blender,Home & Kitchen,1.0,2131.58,2131.58,2023-01-23,East
ORD-003173,Resistance Bands,Sports,1.0,380.05,380.05,2024-06-04,West
ORD-003174,Cricket Bat,Sports,1.0,1441.09,1441.09,2023-11-27,South
ORD-003175,Towel Set,Home & Kitchen,1.0,674.95,674.95,2023-07-06,North
ORD-003176,Air Purifier,Home & Kitchen,1.0,5325.04,5325.04,2023-09-03,Central
ORD-003177,Air Purifier,Home & Kitchen,1.0,5469.36,5469.36,2024-01-30,North
ORD-003178,Desk Lamp,Home & Kitchen,3.0,537.44,1612.32,2023-09-11,South
ORD-003179,Power Bank 10000mAh,Electronics,2.0,821.73,1643.46,2023-11-21,West
ORD-003180,Statistics Book,Books,3.0,640.8,1922.4,2023-08-14,North
ORD-003181,Wireless Mouse,Electronics,2.0,481.17,962.34,2024-06-30,East
ORD-003182,Gym Gloves,Sports,1.0,442.15,442.15,2023-06-21,South
ORD-003183,Jump Rope,Sports,1.0,304.11,304.11,2023-04-05,South
ORD-003184,Sports Shorts,Clothing,3.0,782.1,2346.3,2024-11-04,South
ORD-003185,Jump Rope,Sports,3.0,315.17,945.51,2023-09-23,Central
ORD-003186,Python Programming,Books,1.0,624.66,624.66,2023-04-26,North
ORD-003187,Laptop Stand,Electronics,1.0,1205.72,1205.72,2023-12-16,North
ORD-003188,Cloud Computing,Books,1.0,733.27,733.27,2024-04-08,West
